gracintyAvyaktarUpAya	acintyAvyaktarUpAya
cErASikavAsanA	trErASikavAsanA
yadi	yadi
jYAtagraha^kalpaBagarRa^jYeyagrahasya	jYAtagrahakalpaBagaRErjYeMyagrahasya
kalpaBagaRA	kalpaBagaRA
laByante	laByante
tadA$mIBirjYAtagrahaBagaREH	tadA$mIBirjYAtagrahaBagaREH
salimEH	saliptEH
kimiti	kimiti
izwamaDyamasidDiH	izwamaDyamasidDi
nanu	nanu
AdyantayoKirASAvaBivrajAtI	AdyantayostrirASAvaBinnajAtI
pramARamicCA	pramARamicCA
ca	ca
1	1
PalamanyajAti	PalamanyajAti
maDye	maDye
kriyate	kriyate
tatrvarASikanyAya	tattrErASikanyAya
iti	iti
vacanAdicCApramARarASiByAM	vacanAdicCApramARarASiByAM
samAnajAtiByAM	samAnajAtiByAM
Bavitavyam	Bavitavyam
na	na
cAtra	cAtra
samAnajAtI	samAnajAtI
icCAyAH	icCAyAH
kalAtmakatvAt	kalAtmakatvAt
pramARasya	pramARasya
BagaRAtmakalvAditi	BagaRAtmakatvAditi
nEza	nEza
dozaHpramARarASeH	dozaH^pramARarASeH
PalarASeSca	PalarASeSca
cakrakalA$pavarttitatvAt	cakrakalA$pavarttitatvAt
atra	atra
vAsanAyAmidaM	vAsanAyAmidaM
trErASikam	trErASikam
yadi	yadi
vidita	vidita
atra	atra
maDyamaM	maDyamaM
jYAtumanena	jYAtumanena
SnIkenopAyaH	SlokenopAyaH
kaTyate	kaTyate
etAvanmAvraBupayuktaM	etAvanmAtramupayuktaM
pratiBAti	pratiBAti
vā	1
stiga	aA
ሄ	iti
grahakalpa1kalABiH	grahakalpa1kalABiH
aviditagrahakalAH	aviditagrahakalAH
pUrRA	pUrRA
laByante	laByante
tadA	tadA
yAtakalABiH	yAtakalABiH
kiyatya	kiyatya
iti	iti
guRakArasya	guRakArasya
jijYAsitagrahaBagaRAtmakatvAt	jijYAsitagrahaBagaRAtmakatvAt
icCApramARayoranyasambanDilvepi	icCApramARayoranyasambanDitve$pi
guRakArAnurUpaM	guRakArAnurUpaM
BavatOtOzwagrahukalAsidDiH	BavatItIzwagrahakalAsidDiH
dinagaRe	dinagaRe
graJmaRqalatAqa़ite	grahamaRqalatAड़ite
ityuktasyAnantarametadruchagaRitaM	ityuktasyAnantarametadgrahagaRitaM
jYeyam	jYeyam
taTA	taTA
ca	ca
tena	tena
Slokena	Slokena
ca	ca
grahARAmupagrahARAM	grahARAmupagrahARAM
ca	ca
maDyamAH	maDyamAH
siDyanti	siDyanti
teBya	teBya
eva	eva
maDyameByo$nena	maDyameByo$nena
SlokenapratyekamazwO	Slokena^pratyekamazwO
maDyamamaH	maDyamataH
sidDayanti	sidDyanti
asya^Slokasya	asyaSlokasya
bachavo$rTAH	bahavo$rTAH
santi	santi
te	te
sarve	sarve
SlokAntaravyAKyAnavyAjena	SlokAntaravyAKyAnavyAjena
gaRitavilAse$smABiH	gaRitavilAse$smABiH
prapaYcitA	prapaYcitA
ityuparamyate	ityuparamyate
25	25
punarapi	punarapi
jYAtagraheRAjYAtagrahAnayanopAyaM	jYAtagraheRAjYAtagrahAnayanopAyaM
vasantatilakenAha	vasantatilakenAha
vijYAtakalpaBagaRerviqratezu	vijYAtakalpaBagaRErvihftezu
sADyacakrezu	sADyacakrezu
yadBagaRapUrvakamApyate$tra	yadBagaRapUrvakamApyate$tra
–	jYAtagrahaH
bes	saBagaRo
সুন্নানয়ন্থ	guRitastu
ভ্ৰমান্ধী	tena
sADyagraho	sADyagraho
Bavati	Bavati
vA	vA
BagaRAdiko$sO	BagaRAdiko$sO
26	26
sADyasya	sADyasya
jijYAsitasya	jijYAsitasya
grisya	grahasya
cakrezu	cakrezu
kalpaBagaRezu	kalpaBagaRezu
vijYAtasya	vijYAtasya
grahasya	grahasya
kalpaBagaRErviBAjitezu	kalpa^BagaRErviBAjitezu
yat	yat
BagaRapUrvakaM	BagaRapUrvakaM
BagaRAdi	BagaRAdi
liptAntaM	liptAntaM
PalaM	PalaM
prApyate	prApyate
atra	atra
charaRe	haraRe
tena	tena
Palena	Palena
yaTAkrama	yaTAkramaM
saBagaRo	saBagaRo
maRqalAdilisAnto	maRqalAdiliptAnto
jYAtagraho	jYAtagraho
guRita	guRitaH
paScAdyaTAkramaM	paScAdyaTAkramaM
maRqalAntamAropito	maRqalAntamAropito
BagaRAdikaH	BagaRAdikaH
sADyagraYcho	sADyagraho
BavatIti	BavatIti
yojanArTI	yojanArTO
PalarASyanuguRalvAdicCAPalasya	PalarASyanuguRatvAdicCAPalasya
vAsanA	vAsanA
spazwA	spazwA
yaddA	yadvA
tat	tat
trErASikaddayamyadi	trErASikadvayamyadi
2	2
jYAtagrahayugaBagaReYjYEyagrahayugaBagaRA	jYAtagrahayugaBagaRErjYeyagrahayugaBagaRA
laByante	laByante
tadEkena	tadEkena
BagaRena	BagaRena
ka	ka
iti	iti
jYAtasyEkaBagaRaBuktiH	jYAtasyEkaBagaRaBuktiH
syAdityekam	syAdityekam
yadyekena	yadyekena
jYAtaBagaRena	jYAtaBagaRena
etAvatI	etAvatI
gatistadgataBagaREH	gatistadgataBagaREH
savikalEH	savikalEH
keti	keti
jYayagracCfৱিদ্ভিাৰিনি	jYeyagraha^sidDiriti
২৫৷৷	26
1	1
aA	A
pustake	pustake
kalpakalAdi	kalpakalAdiH
iti	iti
vartate	varttate
2	2
aA	A
pustake	pustake
yadi	yadi
graha^jYAtagrahayugaBagaRE	grahajYAtagrahayugaBagaREH
itivarttate	itivarttate
evaM	evaM
dyugaRaM	dyugaRaM
vinA	vinA
graheByo	graheByo
grahAntarARAM	grahAntarARAM
sidDiruktA	sidDiruktA
idAnIM	idAnIM
grahAntarAdapi	grahAntarAdapi
grahamaDyamamAnetu	grahamaDyamamAnetuM
rayohatAllattenAha	raTodDatAvfttenAha
tAt	sidDasADyaBagaRAntarAhatAt
BUdinErdinagaRA1dyadapyate	BUdinErdinagaRA1dyadApyate
saMyuto$lpagatirASago	saMyuto$lpagatirASugo
Bavet	Bavet
27	27
sidDasya	sidDasya
ca	ca
sADyasya	sADyasya
ca	ca
yad	yad
BagaRayorantaraM	BagaRayorantaraM
tena	tena
guRitAt	guRitAt
dinagaRAt	dinagaRAt
yad	yad
BagaRAdi	BagaRAdi
PalamApyate	PalamApyate
tenonitaH	tenonitaH
SIGragatiralpago^Bavati	SIGragatiralpagoBavati
tena	tena
saMyuto$lpagatiH	saMyuto$lpagatiH
SIGrago	SIGrago
BavatItyarTaH	BavatItyarTaH
idamatra	idamatra
trErASikaddayamyadi	trErASikadvayamyadi
yugaBUdinEryugagrahaBagaRAntaraM	yugaBUdinEryugagrahaBagaRAntaraM
laByate	laByate
tadA$ne–nezwaBagaRAntareRa	tadA$nenezwaBagaRAntareRa
–kimitIzwaBagaRAntarasidDistato	kimitIzwaBagaRAntarasidDistato
dditIyam	dvitIyam
yadi	yadi
yugagrahaBagaRAntaraMkzepaMSoDanAByAM	yugagrahaBagaRAntarakzepaSoDanAByAM
yugagrahaBagaRA	yugagrahaBagaRA
lAByante	laByante
tadizwaBagaRAntarakzepaSoDanAByAM	tadizwaBagaRAntarakzepaSoDanAByAM
ke	ke
siDyantOti	siDyantIti
BagaRAdilabDiH	BagaRAdilabDiH
27	27
aDuMnA^graheyorgraYchARAM	aDunAgrahayorgrahARAM
vA	vA
yogena	yogena
grahamaDyamasidDiM	grahamaDyamasidDiM
pramittAkzarArDodDatAvfttAByAmAi	pramitAkzarAraTodDatAvfttAByAmAha
grahacakrayogaguRite	grahacakrayogaguyite
dyugaRe	dyugaRe
kudinIquve	kudinodDfte
BagaRapUrvaPalam	BagaRapUrvaPalam
viditagraheRa	viditagraheRa
rahita	rahitaM
vihita	vihitaM
BavatOha	BavatIha
vEdyaKacaro$nyataraH	vedyaKacaro$nyataraH
28	28
grahayorgrahARAM	grahayorgrahARAM
vA	vA
cakrayISvakrARAM	cakrayoScakrARAM
vA	vA
yogena	yogena
dyugarRa	dyugaRaM
halvA	hatvA
BUdineIrewa	BUdinErharet
labDa	labDaM
BagaRAdi	BagaRAdi
PalaM	PalaM
BavatIti	BavatIti
tat	tat
PalaM	PalaM
viditagraheRa	viditagraheRa
rachitaM	rahitaM
Cattam	kftam
icha	iha
uSuSSLL	1
S	aA
DBS	pustake
DDD	mU
DDD	pustake
DDDSSiuSSuDDiDiDDDDukS	ca
DDS	dinagaRAdavApyate
DDS	iti
avra	atra
mUlapastake	mUlapustake
viditagraheRa	viditagraheRa
rahitaM	rahitaM
Bavati	Bavati
navedya	navedya
KacarAnyatara	ravacarAnyataraH
dyevaM	ityevaM
pAWa	pAWaH
SizwAnyataro	SizwAnyataro
vedyagraho	vedyagraho
Bavati	Bavati
yaH	yaH
SoDitastasmAdanyo	SoDitastasmAdanyo
BavatIti	BavatIti
mandagAmini	mandagAmini
tyAMtI	tyakte
SIGragAmI	SIGragAmI
Bavati	Bavati
SIGragAmini	SIGragAmini
tyarto	tyakte
manwgArmI	mandagAmI
BavatIti	BavatIti
yAvat	yAvat
yadi	yadi
traya	traya
uddizwAstatra	uddizwAstatra
ddO	dvO
yadi	yadi
viditO	viditO
tadA	tadA
tayo	tayoH
krameRa	krameRa
tyaktayoH	tyaktayoH
Sizwa	Sizwa
itaraH0syAt	itaraH^syAt
yadadyEka	yadyeka
eva	eva
jYAtaH	jYAtaH
tadA	tadA
taditarddayayfTkkarRAyottaraSlokaH	taditaradvayapfTakkaraRAyottaraSlokaH
payayakyajanitaH	paryayEkyajanitaH
pfTak	pfTak
grahaH	grahaH
paryAyAntaraBuvA	paryayAntaraBuvA
yutInitO	yutonitO
tAbuBAvapi	tAvuBAvapi
tatI	tato
dalOkftI	dalIkftO
SoGramandagamanAvavehi	SIGramandagamanAvavehi
tO	tO
2	29
paryayayorEkyena	paryayayorEkyena
janito	janito
grahaH	grahaH
pfTak	pfTak
1	1
dvisTAnagataH	dvisTAnagataH
kAryaH	kAryaH
tAvuBAvapi	tAvuBAvapi
rASO	rASI
paryayAntaraBuvA	paryayAntaraBuvA
yayoH	yayoH
paryayEkyaM	paryayEkyaM
kataM	kftaM
tayoreva	tayoreva
paryEyAntarajAtenaparyayAntareRa	paryayAntareRa
dyugaRaM	dyugaRaM
hftvA	hatvA
BUdinAhfte	BUdinahfte
labDena	labDena
Palena	Palena
yutonitO	yutonitO
ekaM	ekaM
rASiM	rASiM
yutamaparaM	yutamaparaM
raNGitaM	rahitaM
ca	ca
kuryAt	kuryAt
tato	tato
dAvapyarDOMkAyOM	dvAvapyarDIkAyOM
evaM	evaM
CAtI	kftO
rASI	rASI
kramAcCOGramandagamanAvavehi	kramAcCIGramandagamanAvavehi
jAnIhIti	jAnIhIti
SizyaM	SizyaM
pratyuktiH	pratyuktiH
atra	atra
vAsanA	vAsanA
vErASikAvaseyA	trErASikAvaseyA
karTayadi	kaTaMyadi
yugaBUdinEryugaparyayEkyaM	yugaBUdinEryugaparyayEkyaM
laByarta	laByate
tadA	tadA
yAtaBUdinEH	yAtaBUdinEH
kimiti	kimiti
paryayEkyajAtagrahasidDiH	paryayEkyajAtagrahasidDiH
tato	tato
dditIyamyugavidita^grahaBagaRaSoDanaM	dvitIyamyugaviditagraharBagaRaSoDanaM
yugAviditagrahasADakaM	yugAviditagrahasADakaM
tadizwaviditagrahaBagaRaM	tadizwaviditagrahaBagaRaM
kIdfSasyAviditasya	kIdfSasyAviditasya
sADakamityavijYAtagrahasidDiH	sADakamityavijYAtagrahasidDiH
dvitOyaSnoke	dvitIyaSloke
grahacakrayogajagrahasADane	grahacakrayogajagrahasADane
yuktameva	yuktameva
vErASikam	trErASikam
-	pfTakkaraRe
vAsanA^saMyogajo	vAsanAsaMyogajo
grahaH	grahaH
yena	yena
graheRADikastenEvonaH	graheRADivAstenEvonaH
paryayAntarajagrahaH	paryayAntarajagrahaH
tadA	tadA
ca	ca
tayoryogo$DikAMSaH	tayoryogo$DikAMSaH
paryayAntarajamUnaM	paryayAntarajamUnaM
pravizwo	pravizwo
Bavati	Bavati
tataSca	tataSca
tAvuBAvapi	tAvuBAvapi
sarmI	samO
SIGragAminO	SIGragAminI
BavataH	BavataH
tato$DIMkaraRe	tato$rDIkaraRe
SIGragAmI	SIGragAmI
viditI	vidito
Bavati	Bavati
yaTA	yaTA
yayonito	yaSconito
yogajo	yogajo
grahastacApi	grahastatrApi
CEhrOM	dvO
mandagAginI	mandagAginO
staH	staH
eko	eko
yogaje	yogaje
grahe	grahe
SIGragateraDikoM$SaH	SIGragateraDiko$MSaH
anyaH	anyaH
paryayAntarAdaDikaH	paryayAntarAdaDikaH
tAvuBAvapyekasyEva	tAvuBAvapyekasyEva
svarUpa^BUtO	svarUpaBUtO
tayorarDIkaraRe	tayorarDIkaraRe
mandagati	mandagati
2	2
jYapto	jYAto
Bavati	Bavati
tatredaM	tatredaM
trErASikamyadi	trEroSikamyadi
1	1
A	A
pustake	pustake
pfTak	pfTak
dvidvisTAnagataH	dvidvisTAnagataH
iti	iti
va^tEte	varttate
2	2
A	A
pustake	pustake
mandagatijYatA	mandagatirjYAtA
Bavati	Bavati
iti	iti
vartate	varttate
R	kalpayogajagrahEH
sidDAntaSeKare	kalparyayAntarajagrahakzepaSoDanArDIkaraREH
ة	kalpASIGramandagatayaH
saDyanti	siDyanti
tadezwagrahaparyayAntarajAgrahacepaSoDanADoMkaraRe	tadezwagrahaparyayAntarajagrahakzepaSoDanArDIkaraReH
kowwaSAH	kIdfSAH
SIGramanwragataya	SIGramandagataya
Jati	iti
dvayorapi	dvayorapi
pfTakaM	pfTak
sidDiriti	sidDiriti
2	29
idAnImanulomagatIn	idAnImanulomagatIn
aNGAn	grahAn
vilomAn	vilomAn
vilomAKAnulomAn	vilomAMScAnulomAn
karnumupAyaYcayaM	karttumupAyadvayaM
vasantatilakAvatenAha	vasantatilakAvfttenAha
cakro1nitakzitidinaprakarAvaSeze^ScakrEH	cakro1nitakzitidinaprakarAvaSezEScakrEH
kfto$yamanuloma2gatirviloma	kfto$yamanuloma2gatirvilomaH
prAgvadvilomagatirapyanulomagaH	prAgvadvilomagatirapyanulomagaH
syAt	syAt
yaddA^3^dyurASirahitEH	yadvA3dyurASirahitEH
kudineH	kudinEH
KacakrakEH	svacakrEH
30	30
yadA$nulomo	yadA$nulomo
grahaH	grahaH
pratilomo	pratilomo
jYAtumizTate	jYAtumizyate
rASyAdikaH	rASyAdikaH
pAto	pAto
vA$nulomastadA	vA$nulomastadA
fcCrAsitagraYchfsya	jijYAsitagrahasya
cakraRa	cakreRa
BagaRaparivarttanInitAnAM	BagaRaparivarttenonitAnAM
cikzatidinAnAM	kzitidinAnAM
yaH	yaH
prakaraH	prakaraH
mUcCustasyAvaSezEH	samUhastasyAvaSezEH
KacakrErjijYAsitagrahacakratvena	svacakrErjijYAsitagrahacakratvena
nirUpitEH	nirUpitEH
prAguktAnyAyena	prAguktatanyAyena
S	kalpAdito$yaM
AS	grahaH
STuuuDD	anulomaH
DLYSuDTS	pratilomo
TDD	vA
DG	vilomaH
DDS	syAt
klamI	vilomo
Bavati	Bavati
prAgvadeva	prAgvadeva
Cate	kfte
vilomaH	vilomaH
syAdityeka	syAdityeka
upAyaH	upAyaH
ayaM	ayaM
prayogaHjijYAsitagrahapAtAderyugaBagaRonaBUdinarUpaBagaREstaddinaBavaM	prayogaHjijYAsitagrahapAtAderyugaBagaRonaBUdinarUpaBagaREstaddinaBavaM
TugagatAhargaRaM	yugagatAhargaRaM
saNgaRya	saNguRya
yugaBUdinErviBajet	yugaBUdinErviBajet
PalaM	PalaM
pratilomo	pratilomo
graddo$nulomo	graho$nulomo
vA	vA
syAditi	syAditi
aca	atra
vAsanAyadEva	vAsanAyadEva
grahayugaBagaRerUnICAtya	grahayugaBagaRErUnIkftya
BUdinAnIzwadinAirgaRena	BUdinAmIzwadinAhargaRena
saMguRyante	saMguRyante
tadevezwagraha	tadEvezwagraha
yugaBagaRAnAgalyA$hargaRI	yugaBagaRAnAgatyA$hargaRo
Bavati	Bavati
yata	yat
dfzwagrahaBagaRagatA	izwagrahaBagaRagatA
q	1
ASSSA	mU
pustake	pustake
cakrAnita	cakrAnita
iti	iti
pAWa	pAWaH
2	2
manulomaviDirviloma	manulomaviDirvilomaH
iti	iti
pAWaH	pAWaH
3	3
yaddA	yadA
dyurASirachvitAt	dyurASirahitAt
kachftaH	kvahataH
Kacakra	KacakrEH
iti	iti
pAWa	pAWaH
atra	atra
yugaBagaRA	yugaBagaRA
nAmAgatyAhUgERI	nAmAgatyAhargaRo
Bavati	Bavati
ityevaM	ityevaM
sADu	sADu
pratiBAti	pratiBAti
evaM	evaM
rOtyA	rItyA
grahasya	grahasya
vAstavA	vAstavA
gataBagaRA	gataBagaRA
ahvargeRAddiSoDitA	ahargaRAdiSoDitA
ye$vaSizyanta	ye$vaSizyante
ekonAsti	ekonAsta
eva	eva
gataBagaRarUpeRAgamizyanti	gataBagaRarUpeRAgamizyanti
vAstavo	vAstavo
rASSAdirgrahfztu	rASyAdirgrahastu
dvAdayaSaqa़I	dvAdaSaSudDo
BavizyatIti	BavizyatIti
BagaRapUrtaranantaraM	BagaRapUrtteranantaraM
vakragatyEva	vakragatyEva
rASyAdiBogAtmako	rASyAdiBogAtmako
BavizyatIti	BavizyatIti
atulI^Bagatirzi^loma	anulomagatarvilomaH
di	ityAdi
sidDftEIti	sidDayatIti
hargaRa^6DAt	hargaRavaDAt
grahagataM	grahagataM
BagaRAdikaM	BagaRAdikaM
BUdinErlabDa	BUdinErlabDaM
yujyate	yujyate
yAni	yAni
ca	ca
SezadinA^nIzwagrahAcChra^rgaRahatAni	SezadinAnIzwagrahAhargaRahatAni
teByaSca	teByaSca
BUdinEryadBagaRAdikaM	BUdinEryadBagaRAdikaM
kimapi	kimapi
gamyaM	gamyaM
tatsvagatayuktamavaSyaM	tatsvagatayuktamavaSyaM
BagaRarUpameva	BagaRarUpameva
Bavati	Bavati
ato$tra	ato$tra
rASyAdika	rASyAdikaM
BagaRaButa	BagaRaBuktaM
yujyate	yujyate
tena	tena
rASyAdikagrahasyAyamAnayanaprakAraH	rASyAdikagrahasyAyamAnayanaprakAraH
na	na
BagaRAdikasyApi	BagaRAdikasyApi
yato$trezwAhirgaRo	yato$trezwAhargaRo
grahayugaBagaRAH	grahayugaBagaRAH
kalpitAH	kalpitAH
tadBagaRAScezwAhirgaRaH	tadBagaRAScezwAhargaRaH
tena	tena
tadUnaBUdinErviparItaMgrahmannayanaM	tadUnaBUdirnEviparItaM^grahAnayanu
yujyate	yujyate
rAIyAdika^grahAdizviti	rASyAdikagrahAdizviti
idAnIM	idAnIM
caturTapAdena	caturTapAdena
BagaRAdikasyApi	BagaRAdikasyApi
grahAderAnayanamAha	grahAderAnayanamAha
yaddetyAdinA^dyurASirachitEH	yadvetyAdinAdyurASirahitEH
izwadinadyugaRarahitEH	izwadinadyugaRarahitEH
SizwEH	SizwEH
kudinEH	kudinEH
KacakrESceti	svacakrESceti
cakAro$DyAhAryaH	cakAro$DyAhAryaH
sKacakraH	svacakrEH
svaBagaRESca	svaBagaRESca
prAgvat	prAgvat
Cakato	kfto
maDyo	maDyo
vilomago$nulomagaH	vilomago$nulomagaH
syAdityayaM	syAdityayaM
prayogaHizwadyugaRaM	prayogaHizwadyugaRaM
BUdineByo	BUdineByo
viSoDya	viSoDya
Sizwo	Sizwo
gamyo$hargaRo	gamyo$hargaRo
Bavati	Bavati
sa	sa
yasya	yasya
BagaReIto	BagaRErhato
BUdinErviBajyate	BUdinErviBajyate
sa	sa
eva	eva
aho	graho
BagaRAdiko	BagaRAdiko
viparIto	viparIto
BavatIti	BavatIti
atra	atra
vAsanABUdinAni	vAsanABUdinAni
kAlAtmakAni	kAlAtmakAni
ahargaRaSca	ahargaRaSca
tasyEva	tasyEva
gato$vayavaH	gato$vayavaH
tena	tena
vErASikakalpanA	trErASikakalpanA
gatagamyAhargaRyOstuKyarUpA	gatagamyAhargaRayostulyarUpA
kaTaMyadi	kaTaMyadi
BUdinatulyena	BUdinatulyena
kAlena	kAlena
grahaH	grahaH
KaBagaRAn	svaBagaRAn
Bute	BuMkte
tahatagamyAShargaRena	tadgatagamyAhargaRena
kimiti	kimiti
PalaM	PalaM
BagaRAdikalpAntAvasAnI	BagaRAdikalpAntAvasAno
grahamaDyamaH	grahamaDyamaH
sa	sa
ca	ca
yadi	yadi
svaBAvato$nulomagatistarhi	svaBAvato$nulomagatistarhi
pratilomaH	pratilomaH
pratiloma^cAnulomagatiryujyata	pratilomaScAnulomagatiryujyata
iti	iti
30	30
punarapi	punarapi
grahamaDyamAnayane	grahamaDyamAnayane
upAyAntaraM^vaMSasTavattenAha	upAyAntaravaMSasTuvfttenAha
ahargaRe	ahargaRe
KowyasaMguRe	svodayasaMguRe
hute	hfte
dvAhErgatAH	kvahErgatAH
syuH	syuH
KacarodayAH	KacarodayAH
Palam	Palam
tawUniteo	tadUnito
BaBtramasamBavo	BaBramasamBavo
grahaH	grahaH
prajAyate	prajAyate
maDyamaKecaro$TavA	maDyamaKecaro$TavA
31	31
KodayEH	svodayEH
KasAvanadinEHnakzatraparivarttAHBUtavedrasarAmayamASvivyAla^bARaSaSino$yutaniGnAH	svasAvanadinEH^nakzatraparivarttABUtavedarasarAmayamASvivyAlabARaSaSino$yutaniGnAH
ityuktAH	ityuktAH
te	te
yasya	yasya
BagaRarUnA	BagaRarUnA
Bavanti	Bavanti
SizwAni	SizwAni
tasya	tasya
sAvanadinAni	sAvanadinAni
tEH	tEH
sAvanEH	sAvanEH
saMguRite	saMguRite
izwAhirgaRe	izwAhargaRe
kchEH	kvahEH
BUdinEH	BUdinEH
hfte	hfte
sati	sati
PalaM	PalaM
gatAH	gatAH
KacarodayAH	KacarodayAH
syuH	syuH
1	1
BaBBramasaMBavo	BaBramasaMBavo
grahaH	grahaH
tena	tena
Pale2nonitaH	Pale2nonitaH
kAryaH	kAryaH
sa	sa
saDyamaKecaro	maDyamaKecaro
Bavati	Bavati
maDyAtmako	maDyAtmako
graho	graho
Bavati	Bavati
yasya	yasya
BagaReyOM	BagaReryo
yaNGa^aArneyarta	graha^AnIyate
sa	sa
tasyEvodayakAliko	tasyEvodayakAliko
Bavati	Bavati
nakzatraparivatterAnIto	nakzatraparivarttErAnIto
nakzatrIdayikakAliko	nakzatrodayikakAliko
BavatIti	BavatIti
taTA	taTA
satyaKinInakzatrARAM	satyaSvinInakzatrARAM
praTamaM	praTamaM
tadudayakAliko	tadudayakAliko
graho	graho
BavatIti	BavatIti
yAvat	yAvat
asmA3daSiKanyOdAyikAdBagaRAt	asmA3daSvinyOdayikAdBagaRAt
yasyodayAH	yasyodayAH
SoDyante	SoDyante
SizwastasyEva	SizwastasyEva
maDyamo	maDyamo
Baya^ta	Bavati
vAsanA	vAsana
cErASikatrayAvasevA	trErASikatrayAvasevAM
tadyaTAyadi	tadyaTA^yadi
kalpaBUdinE	kalpaBUdinEH
kalpaKodayA	kalpasvodayA
laByante	laByante
tadizwANGargaRena	tadizwAhargaRena
kiyanta	kiyanta
iti	iti
gataKodayAptiH	gatasvodayAptiH
tato	tato
dditIyamyadi	dvitIyamyadi
kalpaBUdinEH	kalpaBUdinEH
kalpanakzatraBagaRaBAvA	kalpanakzatraBagaRaBavA
grahA	grahA
laByante	laByante
tadizwAhvargaM^na	tadizwAhargaRena
kIdfSA	kIdfSA
iti	iti
yatanakzatraparivarttaBavagrahAptiH	yAtanakzatraparivarttaBavagrahAptiH
tatastutIyamyadi	tatastftIyamyadi
kalpanackzaScaYcvakraBavagrahe	kalpanakzatracakraBavagrahe
kalpasvodayaSoDanena	kalpasvodayaSoDanena
kalpagraddaBagaRA	kalpagrahaBagaRA
laByante	laByante
tadizwanakzatracakraBavaTraheM	tadizwanakzatracakraBavagrahe
izwagrahasodaya^SoDanena	izwagrahasvodayaSoDanena
ka	ka
itozwagrahAvAsiH	itIzwagrahAvAptiH
31	31
evaM	evaM
kalpAdimAraBya	kalpAdimAraBya
grahARAmahargaRamaDyamAnaTanaprakAro$BihnitaH	grahARAmahargaRamaDyamAnayanaprakAro$BihitaH
idAnIM	idAnIM
kaliyugamAraByApi	kaliyugamAraByApi
dadyugaRamaDyamAnayanaprakAramindravajvAScattenAha	dyugaRamaDyamAnayanaprakAmamindravajrAvfttenAha
aNgAM	aNkAM
4	4
gaRo	gaRo
vA	vA
kaliyAtavazE	kaliyAtavarzEH
prAgvat	prAgvat
prasADyaH	prasADyaH
5	5
sa	sa
sitAdikaH	sitAdikaH
syAt	syAt
pradyotanAdyA	pradyotanAdyA
dyacarAstatastu	dyucarAstatastu
6	6
saddAparAntaDuvakA	sadvAparAntaDravakA
viDeyAH	viDeyAH
32	32
uJSSDDDD	vASabdo
DDS	BinnakramaH
DDDDDDD	kaliyAtavarzErvA
D	prAgvat
DDDD	pUrvoktanyAyenANkAM
DDS	gaRaH
DDLBBBLSS	sADyaH
pradayotanI	pradyotano
BAskara	BAskara
staraRiH	staraRiH
pradyotanI	pradyotano
BAskara	BAskara
iti	iti
BawwahuddlayuDa	BawwahalAyuDaH
tadAdA	tadAdyA
vArA	vArA
1	1
ai	aA
pustake	pustake
baBramasaMBavo	mAmasaMBavo
graha	graha
dfti	iti
vartate	varttate
2	2
PaanInitaM	PalanonitaM
kAryam	kAryam
ર	3
daSvinyOdaDikANgaRat	daSvinyOdayikAdgaRAt
4	4
mU	mU
pustake	pustake
ahargaRI	ahargaRo
vA	vA
kaliyAtavarza	kaliyAtavarzeH
dfti	iti
pAWa	pAWaH
5	5
savitAdikaH	savitAdikaH
syAjYa	syAt
itiyuH	itiyuH
uktAnyAyena	uktanyAyena
labDA	labDA
avamA	avamA
DAstIrToMSUra	DAlIrTISUra
iti	iti
Bavanti	Bavanti
tAnuparisyitarAServiSoDya	tAnuparisTitarAServiSoDya
SizwAhirgaRaH	SizwAhargaRaH
·samtrAwa़्mo$Ngatuzwa	samrAwakzemo$NgAtuzwa
iti	iti
ezo$smABirgranTavyAKyAnAvasare	ezo$smABirgranTavyAKyAnAvasare
aAnIto	AnIto
dyugaRaH	dyugaRaH
32	32
idAnImekadinaBuktiM	idAnImekadinaBuktiM
grahARAmAnetumupAyaM	grahARAmAnetumupAyaM
viBUtisaMjYavattenAharUpate^divAgaRAduKAbannaBaH	viBUtisaMjYavfttenAha^rUpatodivAgaRAduktavannaBaH
sadAm	sadAm
maDyamAH	maDyamAH
kalAtmikAH	kalAtmikAH
sADayedBatOrapi	sADayedgatIrapi
33	33
rupatI	rUpato
rUpasaMKyAddivAgaRAt	rUpasaMKyAddivAgaRAt
yugaRAta	dyugaRAt
uttavadutaprakAre	uktavaduktaprakArEH
naBaHsadAMnaBasi	naBaHsadAM^naBasi
sIdantIti	sIdantIti
naBasmado	naBassado
grahAswrezAMkalAtmikA	grahAstezAM^kalAtmikA
maDyamA	maDyamA
gatIrapi	gatIrapi
sADayedityanvayaH	sADayedityanvayaH
ekasaMKyena	ekasaMKyena
dyugaRena	dyugaRena
KaBagaRErBUdinESca	svaBagaRErBadinESca
maDyamaBuktayaH	maDyamaBuktayaH
sADyA	sADyA
iti	iti
yAvat	yAvat
sADitASva	sADitASca
Buktayo	Buktyo
liptAditatparAntA	liptAditatparAntA
liKyante–ekonazazwirazwacaKendurmaDyamaH	liKyante^ekonazazwirazwEH^ca^KendurmaDyA
ravergatiH	ravergatiH
50810	59810
KanavAgAScatuntriMSadyamabARA	KanavAgAcatustriMSadyamabARA
viDorgatiH	viDorgatiH
703452	7903452
1	1
candrarAmA	candrarAmA
rasayamA	rasayamA
vasupackzAH	vasupakzA
kujasya	kujasya
ca	ca
312628	312628
SarAbDidasrA	SarAbDidasrA
ddiguRA	dviguRA
