sUlamiti	mUlamiti
kAlAnayanaM	kAlAnayanaM
sidDam	sidDam
vEparItyakaraRamAryaBawenoJam–	vEparItyakaraRamAryaBawenoktam
guRakArA	guRakArA
BAgaNGArA	BAgahArA
BAgahrArAste	BAgahArAste
Bavati	Bavanti
guRakArAH	guRakArAH
yaH	yaH
tapaH	kzepaH
so$pacayo$pacaya	so$pacayo$pacayaH
cetpaSca	kzepaSca
viparIte	viparIte
iti	iti
taTApi	taTApi
mandabuYcihitAya	mandabudDihitAya
vAsanA	vAsanA
pradarSyateBUmaDyAdyadizwacCAyAkarRasya	pradarSyateBUmaDyAdyadizwacCAyAkarRasya
dAdaSikA	dvAdaSikA
kIwistaddayAsArDekarRasya	kowistadvyAsArDakarRasya
kati	keti
PalaM	PalaM
vahnacCN^stato	bfhacaCaNkustato
dditIyaM	dvitIyaM
trErASikam–yadi	trErASikamyadi
qAdaSakowevizuvatkarRanCedastadficCaNkakoweH	dvAdaSakowevizuvatkarRacCedastadbfhacCaNkukoweH
kiti	ka^iti
PalaM	PalaM
krudI	Cedo
Bavati	Bavati
atnAdye	atrAdye
iAdaSakI	dvAdaSako
guRakAraH	guRakAraH
qitIye	dvitIye
BAgahAraH	BAgahAraH
tulyatvAttayornASe	tulyatvAttayornASe
trijyAyA	trijyAyA
vizuvatkarRI	vizuvatkarRo
guRakAra	guRakAraH
izwakarRO	izwakarRo
BAgachAra	BAgahAraH
PalaM	PalaM
krud	CedaH
sa	sa
ca	ca
sOmyagIle	sOmyagole
citijyayA	kzitijyayA
hrInI	hIno
yAsye	yAmye
yuktaSca	yuktaSca
kriyate	kriyate
yena	yena
unmaRqalAkAOntaraKAhlIrAtranizyannI	unmaRqalArkAntarasvAhorAtranizpanno
Bavati	Bavati
tasya	tasya
vyAsADedvattapariRAme	vyAsArDavfttapariRAme
trErASikamyadi	trErASikamyadi
KAhIrAca	svAhorAtra
iyatI	iyatI
tacijyAdvakte	tattrijyavftre
kiyatIti	kiyatIti
labDajyArupaM	labDajyArUpaM
vyAsArDavfttapariRataM	vyAsArDavfttapariRataM
taccApOkkataM	taccApIkftaM
KAhorAtravfttagataM	svAhorAtravfttagataM
syAt	syAt
1	1
Sratra^cijyAyAMyojayetf	atra^trijyAyAM^yojayet
iti	iti
sADu	sADu
pratiBAti	pratiBAti
264	264
sidDAntaSeKara	sidDAntaSeKare
tatsOmyagIti	tatsomyagole
varaprARErvarDate	caraprARErvarDate
KacitijasyADa	svakzitijasyADaH
sTitatvAt	sTitatvAt
yAsyagIle	yAmyagole
hrInam	hInam
evaM	evaM
prAgaparakapAlayordEinasya	prAgaparakapAlayordinasya
gatA	gatAH
SezA	SezA
vA	vA
prARA	prARA
Bavati	Bavanti
yatra	yatra
punamJedaH	punacCedaH
citijyAyA	kzitijyAyA
BraKI	alpo
BavaticitijamaRqalAntare$rkastizWati	Bavanti^kzitijamaRqalAntare$rkastizWati
tacCzaM	tacCezaM
ca	ca
citijA^dupari1	kzitijAdupari1
raviryAvatastaricatijyA	raviryAvatastatkzitijyA
viSoDya	viSoDya
SezAM	SezAM
citijAyAM	kzitijAyAM
labDa	labDaM
ravyunmaRqalAntaraKyaM	ravyunmaRqalAntarasya
Bavati	Bavati
taddayAsArDapariRataM	tadvyAsArDapariRataM
CAtvA	kftvA
yAvaccApOkriyate2	yAvaccApIkriyate2
taddadundmaraRqalArkayorantaragataKAhorAtrazWate	tadvadunmaRqalArkayorantaragatasvAhorAtravftte
prARA	prARA
Bavanti	Bavanti
tAMSvaraprAReByo	tAMScaraprAReByo
viSoDya	viSoDya
dinagatA	dinagatAH
prIzA	SezA
yA	vA
Bavati	Bavanti
caradalAsUnAsunmaRqalakzitijayorantaraprARAtmakalvAt	caradalAsUnAmunmaRqalakzitijayorantaraprARAtmakatvAt
Sradya	aTa
natAnayanavAsanAyAM	natAnayanavAsanAyAM
tadAsasaMjYaM	tadAptasaMjYaM
tadumaRqalArkayorantarajyAM	tadunmaRqalArkayorantarajyA
sA	sA
ca	ca
yadA	yadA
vyAsArDAcCIDyate	vyAsArDAcCoDyate
tadA	tadA
SozaM	SezaM
jyAraKaRqa	jyAKaRqaM
natItkramajyAtuKyamavaSizyate	natotkramajyAtulyamavaSizyate
tadakOpalavitAt	tadarkopalakzitAt
KAccrIrAtrapradeSyAvpUrvAparAyatasvaM	svAhorAtrapradeSAt^pUrvAparAyatasUtraM
tatstraparicCinnasya	tatsUtraparicCinnasya
DanuzI	Danuzo
ya	yaH
grastawAtmakaM	SarastadAtmakaM
tavya	tasya
jyAKaRqasya	jyAKaRqasya
yAvadutkrameRa	yAvadutkrameRa
cApaliptAH	cApaliptAH
kriyante	kriyante
tAvaddinArDavivaKatIrantare	tAvaddinArDavivasvatorantare
prARA	prARA
Bavanti	Bavanti
yaccApaM	yaccApaM
viparOtaSoDanena	viparItaSoDanena
3	3
tadunmaRqalastadAkAnta2jayI	tadunmaRqalastadArkAnta^rajyA
tanna	tena
byAsArDe	vyAsArDe
yojyate	yojyate
yana	yena
pUrvAparasvAvacCinnasya	pUrvAparasUtrAvacCinnasya
DanuzaH	DanuzaH
Saro	Saro
Bavati	Bavati
natItkramacApena	natotkramacApena
ca	ca
nataprARAH	nataprARAH
prAgvat	prAgvat
cijyAto$DikAyA	trijyAto$DikAyA
natItkramajyAyAH	natotkramajyAyAH
kramaRaM	krameRa
g	4
cApamata	cApamataH
kriyate	kriyate
yata	yata
unmaRqalasampAtAt	unmaRqalasampAtAt
KAnhIrAtrazvaktasyoBayato$pi	svAhorAtravfttasyoBayato$pi
tulyamAvezwanaM	tulyamAvezwanaM
yAmyottaramaRqale	yAmyottaramaRqale
ca	ca
natABAvaH	natABAvaH
yAmye	yAmye
gole	gole
cCAyAnayanacetrezu	cCAyAnayanakzetrezu
vekaMtatyena	vEparItyena
yojayat	yojayet
kramIwakramAByAmiti	kramotkramAByAmiti
5152	51^52
cutra	atra
brahmagupa^kkAyAkarRaviBaktA	brahmaguptaH^CAyAkarRaviBaktA
vizuvatkaRena	vipuvatkarRena
saMSuRA	saMguRA
cijyA	trijyA
labDa	labDaM
sOmyetarayo	sOmyetarayoH
citijyayA	kzitijyayA
hrEOnasaMyukrags	hInasaMyuktam
guRitaM	guRitaM
vyAsArDana	vyAsArDena
KAhIrAtrArDaBaka़labDaDanuH	svAhorAtrArDaBaktalabDaDanuH
uttaragIle	uttaragole
yutA	yuktaM
yAmye	yAmye
IOnaM	hInaM
caraprAgE	caraprAREH
dinagataSeza^prARA	dinagataSezaprARAH
prAgaparadinArTayorviSoDyAptam	prAgaparadinArDayorviSoDyAptam
vyAsADA~t	vyAsArDAt
plezIrakramajOvAcApaM	SezotkrakramajIvAcApaM
nataprARA	nataprARAH
3	13
Taca	1
raviM	raviM
yAvata	yAvata
tat	tat
citiMjyAyI	kzitijyAyA
viMBarIDya	viSoDya
SIrza	SezaM
citijyAyA	kzitijyAyAH
KaRqa	KaRqaM
racyundma^giraSAntarasTaM	ravyunmaRqalAntarasTaM
Bavati	Bavati
ityevaM	ityevaM
sADu	sADu
pratIyate	pratIyate
2	2
Sraca	atra
tAvadunJaRqalArkayo	tAvadunnaRqalArkayo
dfti	iti
sADu	sADu
pratiBAti	pratiBAti
3	3
aca	atra
tadunmaKKAkOntarajyA	tadunmaRqalArkAntarajyA
iti	iti
sADu	sADu
pratiBAti	pratiBAti
4	4
BA	aA
pulake	pustake
cAvamata	cAvamataH
iti	iti
vartate	varttate
vipraSnADyAya	tripraSnADyAyaH
265	265
viDAntareRotrataGawikAnayanaM	viDAntareRonnataGawikAnayanaM
vimaladyutidvattaddayenAha^yadi	vimaladyutivfttadvayenAhayadi
vA	vA
1	1
palakarRatAqa़itAyAstriBajIvotTakkataviBAjitAyAH	palakarRatAड़itAyAstriBajIvotTakfterviBAjitAyAH
kzuti2saMguRitaBrameRa	Sruti2saMguRitaBrameRa
labDaM	labDaM
carajIvInayutaM	carajIvonayutaM
yaTokta3vattat	yaTokta3vattat
53	53
aTa	aTa
tasya	tasya
DanuSvarAsuyuktaM	DanuScarAsuyuktaM
rahitaM	rahitaM
golavaSA4NgatAvaSezA	golavaSA4dgatAvaSezAH
tadAprAsya	tadapAsya
PalaM	PalaM
tadantyakAyA	tadantyakAyA
natamAhurviparOta5Danva	natamAhurviparIta5Danva
yaddA	yadvA
54	54
SrayaM	ayaM
prayogaHcijyAvarga	prayogaHtrijyAvargaM
vizuvatkarRana	vizuvatkarRena
hatvA	hatvA
dfzwacCAyAkarRana	izwacCAyAkarRena
itana	hatena
KAhIrAtreRa	svAhorAtreRa
haret	haret
PalaM	PalaM
rUpaM	rUpaM
labDAKyaM	labDAKyaM
jyA	jyA
Bavati	Bavati
aTa	aTa
tajjyayArupaM	tajjyArUpaM
yaToptAvawu	yaToktavad
Bavati	Bavati
gIlavaRAt	golavaSAt
sOmye	sOmye
carajIvayA	carajIvayA
hrInaM	hInaM
yAsye	yAmye
yutaM	yutaM
yAdfg	yAdfg
Bavati	Bavati
tasya	tasya
Karupasya	svarUpasya
cApaM	cApaM
CatvA	kftvA
taccApaM	taccApaM
sOmye	sOmye
carAsuyutaM	carAsuyuktaM
yAmye	yAmye
carAsuhInaM	carAsuhInaM
sat	sat
prAkpaYcAt	prAkpaScAt
kapAlayorgatAvaSezAH	kapAlayorgatAvaSezAH
prARA	prARA
BavantIti	BavantIti
SezaH	SezaH
yadA	yadA
PalAccaradalajyA	PalAccaradalajyA
na	na
SuDyati	SuDyatiM
uttaragIle	uttaragole
tadA	tadA
viparItaSoDanena	viparItaSoDanena
yaccApaM	yaccApaM
taccarADIddiSoDya	taccarArDAdviSoDya
SezA	SezA
gatA	gatAH
SezA	SezA
vA	vA
Bavanti	Bavanti
prARAH	prARAH
evamunnatakAlAnayanaM	evamunnatakAlAnayanaM
yajYavDAKyamuktaM	yallabDAKyamuktaM
tatPalaM	tatPalaM
tadantyakAyA	tadantyakAyAH
prAgvadAnOtAyA	prAgvadAnItAyA
viSoDya	viSoDya
Sezasya	Sezasya
taTA	taTA
prAgvadAnItaM	prAgvadAnItaM
viparItaDanva	viparItaDanva
utkramacApaM	utkramacApaM
vA	vA
nataM	nataM
natakAlaprARa^samUhamAquH	natakAlaprARasamUhamAhuH
praTa	aTa
Pale$ntyAyA	Pale$ntyAyA
viSudDe	viSudDe
SizwaM	Sizwe
trijyAtI$Dik^syAt	trijyAto$DikaMsyAt
tadA$Dikasya	tadA$Dikasya
kramajyADEMYcAyaM	kramajyArDEScApaM
kkatvA	kftvA
rASitrayaliptAsu	rASitrayaliptAsu
yojayet	yojayet
te	te
nataprARA	nataprARA
Bavatti	Bavanti
1	1
valakarRa	calakarRa
2	2
zu^tisaMguRitaM	SrutisaMguRitaM
3	3
yaryIknavat	yaToktavat
tam	tam
4	4
CAtAvaReza	kftAvaSezaH
5	5
Danva	Danva
Danva	Danva
lavDam	labDam
dvati	iti
mU	mU
pAWA	pAWAH
santi	santi
ddi	dvi
pustake	pustake
caciBajOvIka़kkate	catriBajIvoktakfte
iti	iti
pAWa	pAWaH
anyatra	anyatra
ca	ca
mU	mU
pustakavat	pustakavat
KAhIrAcArDena	svAhorAtrarDena
cCAyAkarRana	cCAyAkaRema
BaktAyA	BaktAyA
ityAdi	ityAdi
brAhmasPuwasiNgAntoktAni	brAhmasPuwasidvAntoktAni
4142	41^42
43	43
DAryAsUbAgya^va	AryAsUtrARyeva
SrOpatinA	SrIpatinA
wrIkAByAmAByAmuktAnIti	SlokAByAmAByAmuktAnIti
266	266
sidDAntaSravaraM	sidDAntaSeKare
atra	atra
vAsanA	vAsanA
trerARikatrayasizaM	trErASikatrayasidDaM
maDyAjYAnayanaM	maDyAhnAnayanaM
yadi	yadi
kAyAkarRasya	CAyAkarRasya
ddAdaSikA	dvAdaSikA
kowistasrijyAkarRasya	kowistattrijyAkarRasya
kaॅti	keti
PalaM	PalaM
mahAgaquH	mahASaNkuH
tato	tato
dvitIyaMyadi	dvitIyaM^yadi
iAdaSANgulakowervizuvatkarReSdastadaM	dvAdaSANgulakowervizuvatkarRaSCedastadA
vahaccaN	bfhacCaNku
kIweH	koweH
ka	ka
iti	iti
PalaM	PalaM
krudDastatastftIyaM	CedastatastftIyaM
KAhorAtrazwate	svAhorAtravftte
etAvAn	etAvAn
kvadastaddayAsArDe	CedastadvyAsArDe
kiyAniti	kiyAniti
PalaM	PalaM
jyA	jyA
Bavati	Bavati
evaM	evaM
sTite	sTite
SrAdye	aAdye
dvAdaSakI	dvAdaSako
guRakAraH	guRakAraH
dvitIye	dvitIye
BAgaccAra	BAgahAraH
tasmAttulyatvAttayornASe	tasmAttulyatvAttayornASe
trijyAyAKijyeva	trijyAyAsatrijyEva
guRakAra	guRakAraH
1	1
vizuvatkarReSva	vizuvatkarRaSca
BtramaccAyakagyovaMDaMIM	BramacCAyAkarRayorvaDo
BAgaGhAraH	BAgahAraH
PalaM	PalaM
caitijAkOntaraKyasya	kzitijArkAntarasTasya
svAthrIrAtraKaRqasya	svAhorAtraKaRqasya
vyAmADavatta^nizpannasya	vyAsArDavfttanizpannasya
jyA	jyA
sOmyagIti	sOmyagole
tataSvarajyA	tataScarajyA
SrIDyataM	SoDyate
cit^tijasyADaH	kzitijasyADaH
sTitalvAdyAsye	sTitatvAdyAmye
yaMjyate	yojyate
unmalasyADaH	unmalasyADaH
sTitatvAt	sTitatvAt
yanArkonmaRqalajyA	yenArkonmaRqalajyA
Bavati	Bavati
tasyAScApaM	tasyAScApaM
tadantare	tadantare
svA^hrIrAtraSvatta^gva^rAqa	svAhorAtravfttaKaRqaM
TtacaraprAREH	taccaraprAREH
saMOsyegIlegavarDatedracitg^JeSyaMti	sOmye^gole^varDate^dakziRe^kzIyate
yena	yena
citijAt	kzitijAt
praBfti	praBfti
dine	dine
gatA	gatAH
SezA	SezA
vA	vA
Bavanti	Bavanti
gatakAlAnayane	gatakAlAnayane
ca	ca
yatPalaM	yatPalaM
sA	sA
jyA	jyA
2	2
tamantDAto	tamantyAto
viSoDya	viSoDya
Sezasya	Sezasya
KaRqa	KaRqaM
prAk	prAk
pradarSitapUrvAparAyatasrutrAvacCinnasya	pradarSitapUrvAparAyatasUtrAvacCinnasya
DanuzaH	DanuzaH
SrI	Saro
Bavati	Bavati
taMnItkramacApaprARAnayanavAsanA	tenotkamacApaprARAnayanavAsanA
prAgvadeva	prAgvadeva
sarvamidaM	sarvamidaM
gIle	gole
pradarSayet	pradarSayet
5354	53^54
pUrva	pUrvaM
natakAlAdantyajyAnayanasutAM	natakAlAdantyajyAnayanamuktaM
tadvEparItyena	tadvEparItyena
natakAlAnayanamupajAtiCattamapchra^antyAM3	natakAlAnayanamupajAtivfttamAhaantyAM^3
dinArDaSravaRena	dinArDaSravaRena
hatvA	hatvA
BajatsvakarRena	Bajet^svakarRena
PaleInitA$ntyA	PalonitA$ntyA
Jezasya	Sezasya
DanvItkramaSiYjinIBi^netA4	DanvotkramaSiYjanIBirnatA^4
dinArDAdyavA$sava	dinArDAdaTavA$savaH
syu	syuH
55M	55
1	1
Sraca	atra
vizuvatkaREdya	vizuvatkarRasya
ityanupayunA	ityanupayuktaM
pratiBAti	pratiBAti
2	2
prava	atra
tAmanyAtI	tAmanyAto
viBarIDya	viSoDya
Seze	SezaM
Kagaqa़	ravaRqaM
prAkpradarSita	prAkpradarSita
iti	iti
sADu	sADu
pratIyate	pratIyate
3	3
Sraca	atra
vizvapi	trizvapi
pustakezu	pustakezu
SranyAdinA^DE^Davagana	antyAdinArDaSravaRena
ityeva	ityevaM
pAWa	pAWaH
ida	dvi
pugnfke	pustake
ca	ca
jEt	Bajet
mvakaRoM	svakarRo
saMlatInitAntyA	PalatonitAntyA
iti	iti
ca	ca
pAWaH	pAWaH
4	4
Baca	atra
natAdinazAdayabAcabAKU	natAdinArDAdaTavATavAsyaH
iti	iti
mU	mU
pAWI	pAWo
qi	dvi
pAWaSva	pAWaSca
brahmagumIktamdinadalakarRaguRAnya	brahmaguptoktam^dinadalakarRaguRAntyA
CAyAkarRIvftA	CAyAkarRodDftA
PalInAnyA	PalonAntyA
SezamyotkramajOvADanurdinI^DargataprARA	SezasyotkramajIvADanurdinArDAnnataprARAH
caradalajIvInADikaPalatra^majyoDanuTarArDana	caradalajIvonADikaPalakramajyADanuScArDena
yutahOnaM	yutahInaM
pUrvANge	pUrvAhne
divasagataM	divasagataM
SezamaparANga	SezamaparAhne
idamAyO^dvayameva	idamAryAdvayameva
antyAM	antyAM
dinaDe	dinArDaM
SravaRenetyAdinA	SravaRenetyAdinA
cara^guRInayutAmityAdinA	caraguRonayutA^mityAdinA
ca	ca
grI^kadvayena	Slokadvayena
TrOpatinIkfmati	SrIpatinoktamiti
vyAsArDa	vyAsArDaM
carajIvayetyAdinA$nyAnayanasutAm	carajIvayetyAdinA$ntyanayanamuktam
tAmanyAM	tAmantyAM
dinadalakarRena	dinadalakarRena
itvA	hatvA
KakarRana	svakarRena
izwacCAyAkarRana	izwacCAyAkarRena
haret	haret
PalaM	PalaM
jyA	jyA
nAma	nAma
Bavati	Bavati
tAmantyAyA	tAmantyAyA
viSoDya	viSoDya
SizwasyotkramajIvABi	SizwasyotkramajIvABiH
Danva	Danva
cApaM	cApaM
kAryam	kAryam
tacApAddinArDAtratA	taccApaddinArDAnnatA
asava	asavaH
syu	syuH
SraTa	aTa
veti	veti
parIctrAntaraparigrahArTa	parIkzAntaraparigrahArTaM
viparItaSoDanAdivikalpAH	viparItaSoDanAdivikalpAH
prAgvadevAtra	prAgvadevAtra
pramARaPalarASyaMIrveDa	pramARaPalarASyorvaDa
iccArAgniA	icCArASinA
viBajyate	viBajyate
tasmAt	tasmAt
vyastatrErASkivAsanA	vyastatrErASikavAsanA
uptAM	uktaM
ca	ca
gaRitamuKe	gaRitamuKe
vyastatrErASikaPalamicCABapta	vyastatrErASikaPalamicCABaktaH
pramARaPelaGAtAgitiAm	pramARaPalaGAtaH^iti
aDunA	aDunA
SrantyayEva	antyayEva
yaduvratakAlAcCAyAnayanasujYAM	yadunnatakAlAcCAyAnayanamuktaM
taddeparItyenovratakAlAnayanArTa	tadvEparItyenonnatakAlAnayanArTaM
dutavilambitamAi^caraguRona1yutAt	drutavilambitamAhacaraguRona1yutAt
Palato$Ta	Palato$Ta
vA	vA
kramajakArmukamuttarayAmyayoH	kramajakArmukamuttarayAmyayoH
carawlAsuBiranvitavarjitaM	caradalAsuBiranvitavarjitaM
Bavati	Bavati
vA$sugaRI	vA$sugaRo
gataSezaktApd	gataSezakaH
pUrvaJoke	pUrvaSloke
trErASikena	trErASikena
yatPalamAnItaM	yatPalamAnItaM
tatsOmyagole	tatsOmyagole
caradalenInaM	caradalenonaM
yAmye	yAmye
yujYAM	yuktaM
ca	ca
kAryam	kAryam
tAdfSasya	tAdfSasya
kramajyArDeKApaM	kramajyArDEScApaM
carAsuBiruttaragIle	carAsuBiruttaragole
yukna	yuktaM
kArya	kAryaM
yAmye	yAmye
hInamevaM	hInameva
CAte	kfte
yA	yA
liptAstatra	liptAstatra
dfSyante	dfSyante
te	te
prAkkapAle	prAkkapAle
gatAsavaH	gatAsavaH
pakzAtkaDAle	paScAtkapAle
SezA	SezA
SrasavI	asavo
BavantItyarTa	BavantItyarTaH
atrAzi	atrApi
viparItaSoDanAdika	viparItaSoDanAdikaM
prAgvat	prAgvat
vAsanA	vAsanA
citijAkIntarasTana	kzitijArkAntarasTena
svAhIrAtraKaRaqa़	svAhorAtraKaRqe
na	na
yojyA	yojyA
56	56
arcopapati^ra^samaNgascara^gAnAma	atropapattirasmadgurucaraRAnAma
dinadalaSadDa	dinadalaSNkuH
izwaSa^qa^dinADESaNkAvyA	izwaSaNkuHdinArDaSaNkukowyA
yadi	yadi
itilEByate	hftirlaByate
tadA$BO4SaNkanA	tadA$BIzwaSaNkunA
kiM	kiM
కాళాsరత్లీ	jAtezwahftiH
tato	tato
dAjyAnupAtanazwAkyA	dyajyAnupAtenezwAntayA
dUwAnnyAyA	izwAntyAyA
eva	eva
PalamaMjYA	PalasaMjYA
gollakramAGaradagja़^jOvayInamaDikaM	golakramAccaradalajIvayonamaDikaM
ca	ca
PalaM	PalaM
sUvameM	sUtrasaMjYaM
Bavati	Bavati
tasya	tasya
kra^majyaKaRqErDa^nuru^nmaRqa़lAdurBUtakAlastatI	kramajyAKaRqErDanurunmaRqalAduhftakAlastato
dinagataSezAnayana	dinagataSezAnayanaM
m	sugamam
fyavAmanA	SezavAmanA
catisPuwA	cAtisPuwA
1ta	iti
1	1
aca	atra
caraguRonaDutAM	caraguRonayutAM
iti	iti
mU	mUma
pustakeM	pustake
ii6HkaM	dvi^pustake
capAWa	ca^pAWaH
268	268
sidDAntaSeKare	sidDAntaSeKare
pUrvapradarSita	pUrvapradarSite
CAyAcetra	CAyAkzetra
iti	iti
yaduktam1samAitA$sI	yaduktam1^samAhatA$sO
samayada	samaSaNku
na	nA
vA	vA
viBAjitA	viBAjitA
tacCatisaMjYakena	tacCrutisaMjYakena
ityatra	ityatra
mahASaNkAdikaM	mahASaNkvAdikaM
tadAnayanArTa	tadAnayanArTaM
pfTvOzWattamAi—	pfTvIvfttamAha
2palaSrutihratA	2palaSrutihatA
pfTak	pfTak
kramaRaSiYjinO	kramaRaSiYjinI
BAjitA	BAjitA
3paladyutinarANgulEH	3^paladyutinarANgulEH
samanarAgra^kI	samanarAgrake
sta	staH
Pale	Pale
4tadIyakkatiyogataH	4tadIyakftiyogataH
padamudAhftA	padamudAhftA
tacCutiSAS^S^S^S^S^S^S^S^S^S^S^S^SAAAAS^RArUpake$pamaguRe	tacCrutirudakpalaguRAlpake$pamaguRe
ca	ca
SaNkuM	SaNku
sama	samaH
57	57
ayamarTaHsAyaniSya	ayamarTaHsAyanAMSasya
raverizwakAlInasya	raverizwakAlInasya
yA	yA
kramaRaSiiccanIM	kramaRaSiYjinI
krAntijyA	krAntijyA
paKaSrutihritA	palaSrutihatA
vizuvatkarReguRitA	vizuvatkarRaguRitA
GfTak	pfTak
kAryA	kAryA
tayorekA	tayorekA
paladyatyaNgule	paladyutyaNgulEH
svadeSavizuvacCAyayA	svadeSavizuvacCAyayA
BAjitA	BAjitA
kAryA	kAryA
aparA	aparA
narANgaleddAdaSaBirBAjyA	narANgulErdvAdaSaBirBAjyA
tatva	tatra
vizuvacCAyayApta	vizuvacCAyayAptaM
PalaM	PalaM
samaSaNa	samaSaNkaH
dvAdaSaBirAptamagrA	dvAdaSaBirAptamagrA
nAma	nAma
syAt	syAt
akaॉMgretyaparaM	arkAgretyapare
yato$syA	yato$syA
padme$rkastizWati	agre$rkastizWati
tadIyakAtiyogataH	tadIyakftiyogataH
tayIIyIIrgayogataH	tayordvayorvargayogataH
padaM	padaM
tacCtirudAhftA	tacCrutirudAhftA
samaSaNka	samaSaNka
karRA	karRA
nAma	nAma
syAdityarTa	syAdityarTaH
tamin	tasmin
kAle	kAle
samamaRqalaSaNGa	samamaRqalaSaNku
saMBava	saMBava
ityASaNGAiudi	ityASaNkyAha^udagityAdi
yadAudgapamaguRa	yadA^udagapamaguRaH
uttarA	uttarA
krAnti5stasyAH	krAnti5stasyA
palaguRAlpake	palaguRAlpake
pacayAtI	akzajyAto
nyUna	nyUne
samaH	samaH
SaNkA	SaNkuH
saMBavatItyarTaHyadA	saMBavatItyarTaHyadA
krAntijyA$ctjyAto$DikA	krAntijyA$kzajyAto$DikA
tadA	tadA
krAntijyAguRitamacakarRa	krAntijyAguRitamakzakarRaM
iAdaSaBirBajet	dvAdaSaBirBajet
PalamakIgrA	PalamarkAgrA
tadA	tadA
samaSaNkAnayanaM	samaSaNkvAnayanaM
kAryam	kAryam
atra	atra
vAsanApragrAzwattamuttaratra	vAsanAagrAvfttamuttaratra
vacyAma	vakzyAmaH
SrakIgrA	arkAgrA
tasya	tasya
vizkamBArDamiti	vizkamBArDamiti
tasmAttasya	tasmAttasya
vittasyAgrAkaRE	vfttasyAgrAkarRaH
tatredaM	tatredaM
trErASiki^diRkaRq	trErASikaMdvAdaSakaSaNku
kIwErackaREH	kowerakzakarRaH
karRaH	karRaH
krAntikIwa	krAntikoweH
ka	kaH
karRa	karRa
iti	iti
SrakOMgrAsidDiH	arkAgrAsidDiH
aTa	aTa
samaSNguvAsanA	samaSaNkuvAsanA
udayAstasUtraM	udayAstasUtraM
1aApustakesamAgatA$sONkati	1^aA^pustake^^samAgatA$sO^iti
vartate	varttate
2	2
atra	atra
BU	mU
pustake	pustake
fi	dvi
pustake	pustake
ca	ca
PalaSruti	PalaSruti
iti	iti
pAWa	pAWaH
3	3
atra	atra
palAdyutinatANga^lEriti	palAdyutinatANgulEriti
mU	mU
pAwarutaTA	pAWastaTA
PaladmatinatANgalEriti	PaladyutinatANgalEriti
dvi	dvi
pAWaya	pAWaSca
4	4
Srava	atra
mU	mU
pustake	pustake
ddi	dvi
pustake	pustake
ca	ca
yadOyakvatiyogata	yadIyakftiyogataH
padamudA^dratA	padamudAhftA
titiriti	tadvati^riti
pAWa	pAWaH
samagNkazEsrEva	samaSaNkukarRasyEva
tavftiriti	tadvftiriti
nAmAntaraM	nAmAntaraM
BAskaraM^sidDAntAdizu	BAskarasidDAntAdizu
pramiNgam	prasidDam
5	5
atra	atra
tasyAM	tasyAM
iti	iti
sADu	sADu
pratIyate	pratIyate
KAhorAtradvattaM	svAhorAtravfttaM
ca	ca
baDvA	baDvA
gole	gole
pradarSayet	pradarSayet
yadActrajyInottarakrAntiH	yadA$kzajyonottarakrAntiH
tadA	tadA
pUrvAparakapAlayoH	pUrvAparakapAlayoH
samadvattaKAhorAtravfttayoH	samavfttasvAhorAtravfttayoH
sampAtO	sampAtO
syAtAm	syAtAm
tatiyasampAtaM	tat^dvayasampAte
sUtrasyEkamagraM	sUtrasyEkamagraM
baDvA	baDvA
gurudravyamAbaDyAvalambayet	gurudravyamAbaDyAvalambayet
taqUmaDyanirgataKadeSapUrvAparasUtraM	tadBUmaDyanirgatasvadeSapUrvAparasUtraM
praviSeti	praviSati
tastriM	tatsUtraM
samavattaRqu	samavfttaSaNkuH
tasmAdudayAstastraM	tasmAdudayAstasUtraM
yAvattAvacCaNkuMtalaM	yAvattAvacCaNkutalaM
krAntijyAsamam	krAntijyA^samam
atredaM	atredaM
trErASikvizuvacCAyABujAyA	trErASikaMvizuvacCAyABujAyA
iAdaSaka	dvAdaSakaH
kIwiH	kowiH
krAntijyABujAyeA	krAntijyABujAyAH
kA	kA
kIwiriti	kowiriti
yadA$cAjyAsamA	yadA$kzajyAsamA
krAntistadA	krAntistadA
maDyANge	maDyAhne
ravi	raviH
samamaRqalaM	samamaRqala
praviSati	praviSati
tadA	tadA
vyAsArDa	vyAsArDaM
SaNkuH	SaNkuH
UnAyAMkrAntO—prAkkaGAlepadyAtkapAle	UnAyAM^krAntO^prAkkapAle^paScAtkapAle
ca	ca
samamaRqalaM	samamaRqalaM
praviSati	praviSati
ravi	raviH
svAhIrAtrazWata^sampAta	svAhorAtravfttasampAte
utarakrAntiractA$DikA	uttarakrAntirakzA$DikA
cet	cet
dacviRA	dakziRA
vA	vA
cedvarka	cedarkaH
samamaRqalaM	samamaRqalaM
na	na
praviSati	praviSati
asamBavAdeva	asamBavAdeva
57	57
idAnI	idAnIM
prakArAntareRa	prakArAntareRa
samamaRqalaSaNkarkAgronayanArTa	samamaRqalaSaNkvagrayonayanArTaM
vasantatilakamAi^dojyA	vasantatilakamAhadorjyAM
ravaH	raveH
pfTagaDI	pfTagaDo
jinaBAgamOvyA	jinaBAgamOrvyA
cuRRAM	kzuRRAM
viBajya1	viBajya1
palalambakaSiYjinIByAm	palalambakaSiYjinIByAm
SrAdyaM	AdyaM
PalaM	PalaM
hniM	hi
